question,answer
"My symptoms are yellowing of eyes, yellowish skin, vomiting, high fever, dark urine, stomach bleeding, acute liver failure, loss of appetite, coma, nausea, abdominal pain, and fatigue. What could this be?",Hepatitis E
"I am experiencing loss of appetite, yellowish skin, acute liver failure, yellowing of eyes, coma, joint pain, dark urine, stomach bleeding, abdominal pain, fatigue, nausea, and high fever. What condition does this match?",Hepatitis E
"My symptoms are abdominal pain, loss of appetite, joint pain, high fever, dark urine, nausea, stomach bleeding, acute liver failure, vomiting, coma, yellowing of eyes, and yellowish skin. What could this be?",Hepatitis E
"I am experiencing nausea, coma, dark urine, stomach bleeding, joint pain, vomiting, fatigue, abdominal pain, yellowish skin, loss of appetite, acute liver failure, and yellowing of eyes. What condition does this match?",Hepatitis E
"I have these symptoms: abdominal pain, dark urine, vomiting, yellowing of eyes, high fever, coma, joint pain, stomach bleeding, fatigue, nausea, loss of appetite, and acute liver failure. What do I have?",Hepatitis E
"I have these symptoms: abdominal pain, loss of appetite, fatigue, coma, acute liver failure, high fever, vomiting, joint pain, yellowing of eyes, nausea, yellowish skin, and stomach bleeding. What do I have?",Hepatitis E
"I have these symptoms: yellowish skin, high fever, acute liver failure, fatigue, coma, abdominal pain, joint pain, yellowing of eyes, stomach bleeding, vomiting, loss of appetite, and dark urine. What do I have?",Hepatitis E
"I am experiencing fluid overload.1, history of alcohol consumption, distention of abdomen, abdominal pain, vomiting, swelling of stomach, and yellowish skin. What condition does this match?",Alcoholic hepatitis
"I have these symptoms: yellowish skin, distention of abdomen, abdominal pain, history of alcohol consumption, vomiting, swelling of stomach, and fluid overload.1. What do I have?",Alcoholic hepatitis
"I have these symptoms: yellowish skin, distention of abdomen, fluid overload.1, history of alcohol consumption, abdominal pain, and swelling of stomach. What do I have?",Alcoholic hepatitis
"I have these symptoms: fluid overload.1, swelling of stomach, vomiting, distention of abdomen, abdominal pain, and history of alcohol consumption. What do I have?",Alcoholic hepatitis
"My symptoms are swelling of stomach, fluid overload.1, distention of abdomen, yellowish skin, vomiting, and history of alcohol consumption. What could this be?",Alcoholic hepatitis
"I am experiencing abdominal pain, fluid overload.1, yellowish skin, vomiting, distention of abdomen, and history of alcohol consumption. What condition does this match?",Alcoholic hepatitis
"My symptoms are history of alcohol consumption, abdominal pain, swelling of stomach, fluid overload.1, vomiting, and yellowish skin. What could this be?",Alcoholic hepatitis
"I have these symptoms: fluid overload.1, distention of abdomen, yellowish skin, swelling of stomach, vomiting, and abdominal pain. What do I have?",Alcoholic hepatitis
"I have these symptoms: vomiting, abdominal pain, swelling of stomach, distention of abdomen, yellowish skin, and history of alcohol consumption. What do I have?",Alcoholic hepatitis
"I have these symptoms: abdominal pain, fluid overload.1, yellowish skin, swelling of stomach, distention of abdomen, history of alcohol consumption, and vomiting. What do I have?",Alcoholic hepatitis
"I have these symptoms: mild fever, weight loss, malaise, phlegm, high fever, cough, yellowing of eyes, chills, fatigue, breathlessness, vomiting, sweating, swelled lymph nodes, chest pain, blood in sputum, and loss of appetite. What do I have?",Tuberculosis
"I have these symptoms: yellowing of eyes, blood in sputum, swelled lymph nodes, high fever, fatigue, chest pain, breathlessness, vomiting, mild fever, sweating, cough, loss of appetite, malaise, phlegm, chills, and weight loss. What do I have?",Tuberculosis
"My symptoms are swelled lymph nodes, weight loss, malaise, breathlessness, fatigue, vomiting, sweating, chest pain, yellowing of eyes, loss of appetite, mild fever, blood in sputum, phlegm, high fever, and cough. What could this be?",Tuberculosis
"My symptoms are phlegm, malaise, weight loss, loss of appetite, swelled lymph nodes, chest pain, cough, chills, breathlessness, high fever, yellowing of eyes, fatigue, mild fever, sweating, and blood in sputum. What could this be?",Tuberculosis
"My symptoms are weight loss, loss of appetite, mild fever, phlegm, malaise, swelled lymph nodes, yellowing of eyes, chills, breathlessness, sweating, vomiting, chest pain, blood in sputum, cough, and high fever. What could this be?",Tuberculosis
"I am experiencing swelled lymph nodes, fatigue, yellowing of eyes, chills, sweating, blood in sputum, phlegm, high fever, malaise, vomiting, chest pain, cough, loss of appetite, mild fever, and breathlessness. What condition does this match?",Tuberculosis
"My symptoms are chills, malaise, weight loss, swelled lymph nodes, chest pain, loss of appetite, phlegm, mild fever, blood in sputum, vomiting, sweating, fatigue, high fever, yellowing of eyes, and breathlessness. What could this be?",Tuberculosis
"My symptoms are chest pain, vomiting, phlegm, swelled lymph nodes, sweating, loss of appetite, malaise, cough, yellowing of eyes, fatigue, blood in sputum, mild fever, weight loss, breathlessness, and chills. What could this be?",Tuberculosis
"I have these symptoms: mild fever, vomiting, swelled lymph nodes, sweating, phlegm, malaise, weight loss, loss of appetite, yellowing of eyes, cough, chills, high fever, chest pain, blood in sputum, and fatigue. What do I have?",Tuberculosis
"My symptoms are breathlessness, yellowing of eyes, vomiting, blood in sputum, high fever, fatigue, loss of appetite, phlegm, malaise, weight loss, mild fever, chest pain, swelled lymph nodes, chills, and cough. What could this be?",Tuberculosis
"My symptoms are muscle pain, chills, swelled lymph nodes, cough, redness of eyes, fatigue, congestion, throat irritation, loss of smell, high fever, continuous sneezing, malaise, runny nose, sinus pressure, headache, chest pain, and phlegm. What could this be?",Common Cold
"I am experiencing redness of eyes, loss of smell, throat irritation, sinus pressure, congestion, fatigue, phlegm, headache, high fever, runny nose, chest pain, continuous sneezing, chills, malaise, cough, swelled lymph nodes, and muscle pain. What condition does this match?",Common Cold
"My symptoms are high fever, cough, runny nose, chest pain, sinus pressure, redness of eyes, malaise, chills, congestion, swelled lymph nodes, muscle pain, phlegm, loss of smell, throat irritation, fatigue, and headache. What could this be?",Common Cold
"I have these symptoms: redness of eyes, cough, chest pain, malaise, muscle pain, phlegm, runny nose, sinus pressure, continuous sneezing, congestion, loss of smell, headache, swelled lymph nodes, fatigue, throat irritation, and high fever. What do I have?",Common Cold
"I am experiencing swelled lymph nodes, continuous sneezing, redness of eyes, loss of smell, muscle pain, throat irritation, cough, congestion, sinus pressure, chest pain, headache, malaise, phlegm, runny nose, high fever, and chills. What condition does this match?",Common Cold
"My symptoms are loss of smell, throat irritation, runny nose, malaise, sinus pressure, redness of eyes, chills, chest pain, high fever, headache, continuous sneezing, phlegm, fatigue, muscle pain, swelled lymph nodes, and congestion. What could this be?",Common Cold
"My symptoms are swelled lymph nodes, malaise, phlegm, cough, loss of smell, continuous sneezing, fatigue, chills, sinus pressure, headache, muscle pain, congestion, runny nose, throat irritation, redness of eyes, and chest pain. What could this be?",Common Cold
"My symptoms are loss of smell, muscle pain, fatigue, phlegm, congestion, runny nose, chills, malaise, throat irritation, sinus pressure, swelled lymph nodes, redness of eyes, cough, continuous sneezing, chest pain, and high fever. What could this be?",Common Cold
"I have these symptoms: headache, cough, throat irritation, high fever, redness of eyes, chest pain, sinus pressure, phlegm, malaise, muscle pain, congestion, fatigue, runny nose, loss of smell, continuous sneezing, and chills. What do I have?",Common Cold
"I am experiencing headache, fatigue, muscle pain, runny nose, phlegm, redness of eyes, chest pain, throat irritation, continuous sneezing, chills, sinus pressure, cough, swelled lymph nodes, high fever, loss of smell, and congestion. What condition does this match?",Common Cold
"I am experiencing sweating, fatigue, breathlessness, malaise, chest pain, high fever, fast heart rate, chills, cough, and rusty sputum. What condition does this match?",Pneumonia
"My symptoms are cough, breathlessness, fast heart rate, high fever, rusty sputum, malaise, fatigue, chest pain, chills, phlegm, and sweating. What could this be?",Pneumonia
"My symptoms are high fever, phlegm, breathlessness, fatigue, sweating, chills, chest pain, fast heart rate, rusty sputum, malaise, and cough. What could this be?",Pneumonia
"My symptoms are cough, phlegm, fast heart rate, fatigue, high fever, chest pain, rusty sputum, malaise, breathlessness, and sweating. What could this be?",Pneumonia
"My symptoms are chills, cough, high fever, breathlessness, rusty sputum, fast heart rate, sweating, phlegm, chest pain, and malaise. What could this be?",Pneumonia
"My symptoms are chest pain, malaise, high fever, breathlessness, rusty sputum, sweating, fatigue, chills, phlegm, and fast heart rate. What could this be?",Pneumonia
